,Titulo,Data,Cluster
5239,exclusivo : packaging primeras 450 mil dosis sputnik v producidas richmond argentina,2021-06-18,1
5238,falleció primer paciente hongo negro argentina,2021-06-18,1
5237,covid-19 : primera muerte `` hongo negro '' argentina,2021-06-18,2
5236,hongo negro : registró primer muerte argentina,2021-06-18,1
5235,casi 90 % persona mayores 60 años cuentan ...,2021-06-18,2
5245,"spain record 493,000 death 2020 , highest number since civil war",2021-06-18,2
5265,la fundación 'alalá ' tres mil viviendas vuelve tras covid obra 'el árbol flamenco ',2021-06-19,1
5270,how avoid ripped covid pcr test shark ?,2021-06-19,2
5266,covid-19 : pedro sanchez receives first dose coronavirus vaccine spain,2021-06-19,2
5264,encuesta : ¿qué efectos confinamiento violencia género hogar ?,2021-06-19,2
5268,three spanish restaurant make top 10 best artisan pizza world,2021-06-19,2
5269,bodyguard survivor of princess diana ’ s crash works as security boss at covid vaccine firm,2021-06-19,2
5267,"as europe crack door open visitor , airline pounce new trans-atlantic flight",2021-06-19,2
5263,murió covid-19 joven bailarín folclórico neuquén,2021-06-19,2
5260,"investigadores uba : “ mientras alta covid da general 15 días , pacientes tratados droga iban casas 9 ”",2021-06-19,2
5261,brasil llegó 500 mil muertos protestas bolsonaro : `` fuera genocida '',2021-06-19,2
5259,"en octavo me embarazo , pampita vacunó coronavirus : “ ya protegida ”",2021-06-19,0
5258,macri pidió `` perdón '' comparar coronavirus `` gripe grave '',2021-06-19,0
5257,catástrofe silenciosa : américa latina perdiendo batalla covid-19,2021-06-19,2
5256,el plan vacunación grande historia : me ...,2021-06-19,2
5255,salud informa caso notificado “ hongo negro ...,2021-06-19,2
5262,"tomás pueyo , vox influyentes covid-19 , advirtió : “ esto final pandemia ”",2021-06-19,2
5285,dior model mandy lieu bought ewhurst park £28m share rewildng plan,2021-06-20,2
5284,british man arrested claim hacked camera steal thousand naked child picture,2021-06-20,2
5283,"¿qué santo celebra hoy , lunes 21 junio ? la lista completa santoral",2021-06-20,1
5282,spain 'huge mess ' another draw,2021-06-20,2
5281,covid-19 : uae eas travel restriction passenger ...,2021-06-20,2
5280,la conmovedora historia kari gao inmigración argentina,2021-06-20,1
5278,testeos do dudas scaloni : seleccionado argentino hisopó jugar paraguay,2021-06-20,2
5279,"coronavirus argentina : importante baja casos diarios , 300 muertes",2021-06-20,0
5276,"la liga vóleibol argentina , torneo mejor manejó lucha covid-19 , planea",2021-06-20,2
5275,salud mental : cómo afectando segunda ola ...,2021-06-20,2
5274,¿qué sabemos transmisión aerosoles covid ...,2021-06-20,2
5273,"coronavirus argentina : casos sargento cabral , chaco 20 junio",2021-06-20,0
5272,qatar prohibirá ingreso aficionado vacunados mundial 2022 planea conseguir millón dosis coronavirus,2021-06-20,0
5271,bajo lupa : ¿cuántos cuáles efectos adversos vacunas covid registrados argentina ?,2021-06-20,1
5277,juegos olímpicos tokio : villa olímpica adaptada ...,2021-06-20,2
5297,"mason mount chilwell , aislados inglaterra ...",2021-06-21,2
5304,how obtain german digital covid vaccine passport ...,2021-06-21,2
5303,"denmark ends entry restrictions albania , serbia , north ...",2021-06-21,2
5302,poorer joint health hemophilia group evident after covid ...,2021-06-21,2
5301,government move scrap 10-day quarantine covid ...,2021-06-21,2
5300,spanish pm announces pardons 9 catalonian separatists,2021-06-21,2
5305,construction begin spain 's first gigafactory – pv magazine ...,2021-06-21,2
5298,princess latifa : instagram image appears show dubai ruler ’ s daughter spain,2021-06-21,2
5296,la moncloa . 21/06/2021 . un estudio cuantifica efectividad ...,2021-06-21,1
5299,"spain 's bad bank reconsidering strategy , economy ...",2021-06-21,2
5294,"en va año , industria creció 5,1 % respecto 2019 ...",2021-06-21,2
5286,un estudio argentino asegura ivermectina sirve combatir coronavirus,2021-06-21,0
5287,una cada do persona mayores 20 años recibió ...,2021-06-21,2
5288,el plan vacunación suma hoy casi do millones ...,2021-06-21,2
5289,” ninguna dosis ninguna vacuna vence ” : dicen expertos definición vizzotti retraso llegada componente 2,2021-06-21,2
5295,fallecimiento juan forn : causa muerte reacciones,2021-06-21,2
5291,ee.uu . dona 14 millones dosis coronavirus américa latina,2021-06-21,0
5292,variante delta covid-19 : ¿un peligro américa latina ?,2021-06-21,2
5293,spot-checks reveal 38 % arrival complying covid-19 quarantine rule,2021-06-21,2
5290,"murió coronavirus maquillador susana giménez , juan carlos lópez",2021-06-21,0
5316,esta efectividad vacunas covid arnm ...,2021-06-22,2
5324,endothelial dysfunction critical role covid‐19 ...,2021-06-22,2
5323,las principales amenazas seguridad sector sanitario,2021-06-22,2
5322,french covid-19 vaccination passports travel be ...,2021-06-22,2
5321,more eight 10 adult uk likely covid ...,2021-06-22,2
5320,cyprus lifts testing & quarantine requirement germany ...,2021-06-22,2
5319,"radar covid : fracaso 3,2 millones euro ahora ...",2021-06-22,2
5318,luis enrique prepares ‘ uncork cava ’ restore spain ’ s fizz,2021-06-22,2
5317,spain lift covid testing requirement traveller ...,2021-06-22,2
5325,"covid-19 europe : increased pollution mask , glove ...",2021-06-22,2
5315,covid-19 : cumpleaños infantiles lugares cerrados actividades mayor riesgo contagio,2021-06-22,2
5313,la ivermectina eficaz tratamiento covid ...,2021-06-22,1
5312,​argentina `` puño apretado '' vez grito ...,2021-06-22,1
5311,coronavirus : argentina superó 90.000 muertes estableció nuevo récord fallecidos jornada,2021-06-22,0
5310,+coronavirus hoy : argentina registra cifra alta muertes diarias supera 90.000 decesos+,2021-06-22,0
5309,nuevo registro vacunación asignación turnos ...,2021-06-22,2
5308,covid-19 : fármaco remdesivir disponible ...,2021-06-22,2
5307,el plan vacunación sumó hoy 768.000 dosis ...,2021-06-22,2
5306,la agencia i+d+i financia desarrollo kit detección ...,2021-06-22,1
5314,"qué dicen expertos rebrote israel , país vacunado mundo covid-19",2021-06-22,2
5338,spain 's sergio busquets emotional win : ' i know i could come back ',2021-06-23,2
5339,pardoned catalan pro-independence leader leave prison ...,2021-06-23,2
5340,the risk ending outdoor mask rule spain,2021-06-23,2
5341,john mcafee : antivirus entrepreneur found dead spanish prison,2021-06-23,2
5344,"busquets , llorar covid verse eurocopa ser líder españa camino octavo",2021-06-23,2
5343,"animayo 2021 , festival animación “ hollywoodense ...",2021-06-23,2
5345,"pack your bags , europe is reopening travel ( this time ...",2021-06-23,2
5337,40 % spain 's majorca hotels closed due absence uk ...,2021-06-23,2
5342,"nicole traviesa , baja última hora valladolid",2021-06-23,2
5336,fully vaccinated spain longer quarantine come contact positive case,2021-06-23,2
5327,con arribo 464.000 vacunas sinopharm argentina ...,2021-06-23,1
5334,sydney resident banned leaving city coronavirus cluster grows,2021-06-23,0
5333,salvarezza recorrió laboratorios desarrolla ...,2021-06-23,2
5332,¿puedo tomar analgésicos después recibir vacuna covid-19 ?,2021-06-23,2
5331,naciones unidas reconoce ejemplo buenas ...,2021-06-23,2
5330,avanza vacunación covid-19 personal ...,2021-06-23,2
5329,qué dicen expertos combinar vacunas escasez segundas dosis covid,2021-06-23,2
5328,el gobierno argentino extiende cepo exportaciones carne vacuna controlar inflación,2021-06-23,2
5326,un estudio argentino probó ivermectina eficaz ...,2021-06-23,2
5335,"en persona vacunadas , estornudar habitual puede ser síntoma covid-19",2021-06-23,2
5358,uci professor win spain 's prestigious princess asturias ...,2021-06-24,2
5359,human tower return catalan town coronavirus ebb,2021-06-24,0
5360,luis enrique 's five success spain coach,2021-06-24,2
5361,14 barcelona life hack make feel like local,2021-06-24,2
5365,"'parisians , go home ' : basques fume rush coastal retreat",2021-06-24,2
5363,tenerife go back alert level 3,2021-06-24,2
5364,"two covid case detected , bringing total 21",2021-06-24,2
5357,¿qué ? spanish news podcast s05e06 : coronavirus update ...,2021-06-24,0
5362,when first covid-19 case arise ? novel analysis ...,2021-06-24,2
5356,face mask spain : all latest new rule,2021-06-24,2
5355,"méxico dona 450 mil vacunas covid guatemala , honduras el salvador",2021-06-24,2
5354,"se detectaron do casos sospechosos “ hongo negro ” méxico , ahora oaxaca",2021-06-24,2
5347,vacunación covid-19 : sólo 22 % población mundial recibió menos dosis,2021-06-24,2
5348,"la variante delta covid-19 , según oms “ más mortal contagiosa ” , encuentra méxico",2021-06-24,2
5349,qué hacer si contagias covid-19 vacunado,2021-06-24,2
5346,coronavirus argentina : cuántos casos muertes hoy 24 junio,2021-06-24,0
5351,salud recibió unicef 10 mil conservadoras termos ...,2021-06-24,2
5352,las vacunas pfizer moderna podrían haber causado problemas cardíacos 1.200 estadounidenses,2021-06-24,2
5353,se estudian 19 drogas podrían convertirse píldoras administran apenas diagnostica covid-19,2021-06-24,2
5350,messi celebra cumpleaños concentración argentina,2021-06-24,1
5378,mass coronavirus outbreak : hundred test positive student vacation mallorca,2021-06-25,0
5385,is one vaccine dose enough covid ? what ...,2021-06-25,2
5384,"katalin karikó receives 'spain 's nobel prize , ' princess ...",2021-06-25,2
5383,"govt confirms another seven delta variant infection , active ...",2021-06-25,2
5382,rumors surrounding john mcafee ’ s death linked qanon ...,2021-06-25,2
5381,balearic island among country added green list - travel boss say move 'fails go far enough ',2021-06-25,2
5380,crecida ganges revela tumbas ribereñas muertos ...,2021-06-25,2
5379,today : spain 's euthanasia law come effect,2021-06-25,2
5377,greek pm reject call eu-wide quarantine british tourist,2021-06-25,2
5376,where won ’ t mandatory wear face mask spain saturday ?,2021-06-25,2
5366,baja incidencia coronavirus copa américa : disminuyó tasa contagios inicio torneo,2021-06-25,0
5367,cómo combatir miedo agujas vacunarse covid,2021-06-25,2
5368,robots covid-19 : la rioja ganó copa robótica representará argentina mundial,2021-06-25,2
5369,gabriel deck dio positivo coronavirus,2021-06-25,0
5370,abuelas plaza mayo buscan nietos ...,2021-06-25,2
5375,día gente mar 2021,2021-06-25,2
5372,desarrollaron barniz base cobre elimina covid-19 superficies,2021-06-25,2
5373,"más 60 % pacientes mueren covid-19 presenta inflamación muscular , según estudio",2021-06-25,2
5374,¿pueden empresas obligar empleados vacunarse ?,2021-06-25,2
5371,maradona 's psychiatrist denies blame star 's death,2021-06-25,2
5397,"croatia ’ s ivan perisic test positive covid-19 , vs. spain",2021-06-26,2
5405,italy fights overtourism scattering florence 's artwork all ...,2021-06-26,2
5404,belfast boxer cathy mcaleer left gutted fight spain cancelled,2021-06-26,2
5403,moving valencia : a guide best neighbourhood ...,2021-06-26,2
5402,europe eas covid-19 curb delta variant force new lockdown | daily sabah,2021-06-26,2
5401,croatia 's perisic contract covid-19 ahead last-16 scuffle spain,2021-06-26,2
5400,croatia ’ s ivan perisic test positive covid miss spain tie,2021-06-26,2
5399,croatia vs. spain : preview prediction,2021-06-26,2
5398,ivan perisic : croatia forward test positive coronavirus ahead euro 2020 last-16 tie spain,2021-06-26,0
5395,venezolanos buscan `` dignidad '' brasil azotado covid desempleo,2021-06-26,2
5392,argentina entró default climático : significa,2021-06-26,1
5394,juanita viale celebró vacunación argentina : me llegan ...,2021-06-26,1
5393,se derrumbó parte muelle necochea : sido inaugurado hace seis me,2021-06-26,2
5391,"fumar , vapear respirar humo incendios contaminación : cuál impacto propagación covid-19",2021-06-26,2
5390,el diputado juan manuel lópez dio positivo coronavirus deben aislarse sergio massa máximo kirchner,2021-06-26,0
5389,damián díaz baja ecuador brasil contagio covid-19,2021-06-26,2
5388,"tras fiesta 15 años , murió madre 7 tíos festejada covid argentina",2021-06-26,1
5387,organizó fiesta 15 años fallecieron madre siete tíos contagiados coronavirus,2021-06-26,0
5386,"tras fiesta clandestina , mueren covid-19 mamá 7 tíos quinceañera argentina",2021-06-26,2
5396,spain drop mask outdoors face stay covered,2021-06-26,2
5420,croatia lose ivan perisic last-16 tie spain ...,2021-06-27,2
5418,euro 2020 : croatia ’ s ivan perisic miss spain clash positive covid-19 test,2021-06-27,2
5419,spain ditch face mask smile outdoors covid-19 ...,2021-06-27,2
5421,"llega valencia barco 'mein schiff 2 ' , primer crucero ...",2021-06-27,2
5417,croatia 's perisic miss spain game positive covid-19 test,2021-06-27,2
5423,¿sabes test covid necesitas hacerte viajar verano ?,2021-06-27,2
5424,la sociedad europea fomento social cultural concede premio europeo liderazgo éxito empresarial 2021,2021-06-27,1
5425,"spain ’ s aymeric laporte : ‘ people say want , i don ’ t care . i ’ m here ’",2021-06-27,2
5422,"croacia descarta brote covid-19 : octavo eurocopa españa , peligro",2021-06-27,2
5416,no pcr test croatia facing spain,2021-06-27,2
5406,alberto fernández encabezó homenaje muertos coronavirus : “ no olvidaremos ido tiempo doloroso ”,2021-06-27,0
5414,"puntos vacunación covid-19 bogotá , domingo 27 junio",2021-06-27,2
5407,"colombia reporta 32.376 nuevos contagiados covid-19 , 27 junio",2021-06-27,2
5408,"américa sur , epicentro mundial pandemia",2021-06-27,2
5409,"luego fiesta 15 años , madre 7 tíos joven ...",2021-06-27,2
5415,compra privada vacunas : intermediarios obstáculos enfrentan empresas,2021-06-27,2
5411,estudiantes usan jugo naranja dar positivos test covid ir colegio,2021-06-27,2
5412,cómo primer centro comercial anti-covid ciudad : funcionará ex buenos aires design,2021-06-27,2
5413,por medicina privada borde colapso,2021-06-27,2
5410,estuvo 4 me internado covid ahora hospital cobra fortuna,2021-06-27,2
5438,"spain , malta portugal restrict non-vaccinated traveller",2021-06-28,2
5445,"mixing covid jab good immune response , study find",2021-06-28,2
5444,"covid : easing measure 19 july likely , say boris johnson",2021-06-28,2
5443,miles cuerpos víctimas pandemia resurgen ...,2021-06-28,2
5442,euro 2020 : 'perisic hard replace adapt ' : croatia manager dalic winger testing covid-19 positive,2021-06-28,2
5441,new coronavirus restriction brits entering spain,2021-06-28,0
5440,"despite eased rule , outdoor masking endures spain",2021-06-28,2
5439,spain tightens covid rule access britons,2021-06-28,2
5437,us travellers now can enter spain even if they are not ...,2021-06-28,2
5436,spain impose new entry restrictions britons- full ...,2021-06-28,2
5426,argentina cierra fronteras variante delta coronavirus,2021-06-28,0
5434,"posponer segundas dosis vacuna astrazeneca terceras dosis refuerzo producen respuestas inmunitarias altas , según universidad oxford",2021-06-28,2
5433,variante lambda : síntomas tan contagiosa ...,2021-06-28,2
5432,profundo dolor boxeo : murió ex campeón mundial argentino covid-19,2021-06-28,2
5431,"laura novoa habló pago recibido participar homenaje muertos coronavirus : “ sé poco , honor piensen mí ”",2021-06-28,0
5430,méxico peor país vivir pandemia ; ahora argentina : ranking bloomberg,2021-06-28,1
5429,"fiebre , dolor lugar aplicación síntomas post vacuna : significan cuánto duran",2021-06-28,2
5428,martín guzmán : “ la pandemia profundizó desigualdades ...,2021-06-28,1
5427,el gobierno oficializó prórroga prohibición ...,2021-06-28,2
5435,"perú : ex presidente martín vizcarra , señalado escándalo dosis china “ de cortesía ” , volvió vacunarse",2021-06-28,2
5458,autopsy confirms death john mcafee barcelona prison suicide,2021-06-29,2
5459,delta variant prompt new travel restriction across europe,2021-06-29,2
5460,spain back bill allowing teenager change official gender without medical check,2021-06-29,2
5461,35 per cent population spain fully vaccinated ...,2021-06-29,2
5457,guide spain ’ s travel rule : entry requirement foreign tourist ?,2021-06-29,2
5463,germany urges ban uk tourists from entering eu ...,2021-06-29,2
5464,flemish resident travel spain without covid test ...,2021-06-29,2
5465,eu airlines warn long waiting queues up 8 hours due ...,2021-06-29,2
5462,mobile world congress fair underway,2021-06-29,2
5456,coronavirus outbreak spain : started happening,2021-06-29,0
5446,qué estrategias examinan expertos evitar tercera ola covid-19 argentina,2021-06-29,2
5454,vacunación covid libre : saber vacunarse turno provincia,2021-06-29,2
5453,insólito : mujer sufrió dolores nariz 37 años prueba pcr reveló sorprendente razón,2021-06-29,2
5452,"venezuela comenzó aplicar vacuna “ abdala ” , inoculante cubano covid-19",2021-06-29,2
5451,el futuro llegó : gadget anti covid-19 usan 2021,2021-06-29,2
5450,el 75 % escuelas hoy clases presenciales cuidadas,2021-06-29,2
5449,"aislamiento hoteles , ¿quién paga ? : definieron caba provincia vuelven exterior",2021-06-29,2
5448,"según ranking bloomberg , argentina peor país pasar pandemia covid-19",2021-06-29,2
5447,fue mamá mellizos murió covid-19 llegar conocerlos,2021-06-29,2
5455,"el fundador laboratorio moderna , contundente : “ el coronavirus escapó laboratorio wuhan ”",2021-06-29,0
5478,certificado covid : ¿cuáles requisitos ir viaje ...,2021-06-30,2
5485,covid tourism freeze could cost global economy $ 4tn year end,2021-06-30,2
5479,coronavirus incidence rate among young spaniards rise twice national average,2021-06-30,0
5480,europe want stop covid delta variant . but expert say may already late,2021-06-30,2
5484,spanish borders ceuta & melilla with morocco remain ...,2021-06-30,2
5482,scotland link 2000 covid-19 case euro 2020 england game wembley,2021-06-30,2
5483,spain extends travel ban brazil & south africa until july ...,2021-06-30,2
5477,la jueza equipara chico confinados covid ingresados psiquiátrico,2021-06-30,1
5481,"auge ecommerce : españa 25,8 millones persona ...",2021-06-30,2
5476,"inside ‘ covid hotel ’ mallorca : music , alcohol pre-dawn police visit",2021-06-30,2
5472,argentina país implementó mayor cantidad ...,2021-06-30,1
5474,un estudio cuestiona obesidad hombre factor riesgo pacientes covid-19,2021-06-30,2
5466,variante delta coronavirus : golpea jóvenes vacunados,2021-06-30,0
5467,fin secreto estado : putin reveló cuál tres vacunas rusas protegió coronavirus,2021-06-30,0
5468,taxis visten ambulancias ayudar covid ...,2021-06-30,2
5475,es falsa cadena advierte tercera ola nuevo ...,2021-06-30,2
5470,coronavirus : cómo funciona inmunidad rebaño,2021-06-30,0
5471,“ los venezolanos ratones laboratorio ” : colegio enfermería caracas rechazó vacuna cubana abdala covid-19,2021-06-30,2
5473,nacho fernández recupera covid-19,2021-06-30,2
5469,"argentina , vez peor país vivir pandemia",2021-06-30,1
5498,así obtiene pasaporte covid comunidad madrid,2021-07-01,2
5505,instant grocery startup getir make first acquisition expand spain italy,2021-07-01,2
5504,covid : majorca hotel quarantine end 170 spanish student,2021-07-01,2
5503,drivers spain use new emergency light instead ...,2021-07-01,2
5502,eu vaccination passport travel comes into force amid ...,2021-07-01,2
5501,"después covid-19 , `` hongo negro '' deja ciegos india",2021-07-01,2
5500,uk pm confident travel people two covid-19 ...,2021-07-01,2
5499,fact check : are 9 eu countries accepting covishield ...,2021-07-01,2
5497,spain 's covid-19 case jump 12345 despite record ...,2021-07-01,2
5496,spain record surge covid case among unvaccinated young people,2021-07-01,2
5486,las vacunas usadas argentina elevada ...,2021-07-01,1
5494,"covishield , vacuna astrazeneca fabricada india , autorizada unión europea",2021-07-01,2
5493,brasileño sampaio dirigirá argentina-ecuador cuartos final copa américa,2021-07-01,1
5492,promoción lxxxvi escuela aviación militar : “ la ...,2021-07-01,1
5491,a 110 años murió argentina longeva superó covid,2021-07-01,1
5490,25 años creación sistema riesgos trabajo,2021-07-01,2
5489,avance plan vacunación : ya distribuyen ...,2021-07-01,2
5488,`` inmunidad híbrida '' : protección recuperados ...,2021-07-01,2
5487,los expertos afirman persona pueden contagiar covid-19 gatos perros,2021-07-01,2
5495,cdmx dejará aplicar pruebas gratuitas covid-19 farmacias centros comerciales,2021-07-01,2
5518,spain 's bank lay groundwork post-covid consumer ...,2021-07-02,2
5519,switzerland v spain : can dark horse swiss continue heroic march ?,2021-07-02,2
5520,uk case delta variant covid-19 risen almost four ...,2021-07-02,2
5521,proposal would ban mink farm us blunt covid mutation,2021-07-02,2
5517,spain see record fall unemployment june fallout pandemic eas,2021-07-02,2
5523,britons indian-made astrazeneca vaccine face extra eu travel hurdle,2021-07-02,2
5524,actividad empresarial ue,2021-07-02,2
5525,cómo tomar té orégano tos,2021-07-02,2
5522,ryanair passenger number soar covid vaccine restores travel confidence,2021-07-02,2
5516,doubts day one eu ’ s digital covid certificate system : ‘ i hope don ’ t ask u it ’,2021-07-02,2
5513,internaron ex juez norberto oyarbide tras contraer covid,2021-07-02,2
5514,se extendió acuerdo pedidosya gastronómicos,2021-07-02,2
5512,"pacientes recuperados covid-19 pueden desarrollar “ superinmunidad ” variantes , igual deberían vacunarse",2021-07-02,2
5511,¿los gatos pueden contraer covid-19 dormir cama dueño ?,2021-07-02,2
5510,argentina países combaten trata ...,2021-07-02,1
5509,récord cantidad vacunas cargadas solo vuelo ...,2021-07-02,2
5508,"pfizer , cerca argentina : tenés saber vacuna",2021-07-02,1
5507,cómo obtener certificado covid digital unión europea : debes saber,2021-07-02,2
5506,el ministerio salud presentó estudio exceso ...,2021-07-02,2
5515,¿cuáles variantes covid-19 conocen mundo cuáles llegaron argentina ?,2021-07-02,2
5540,madrid 's gay pride return covid cancellation,2021-07-03,2
5539,brits flock busy beach majorca spanish island added uk 's green list,2021-07-03,2
5538,dominican republic : tourism success story,2021-07-03,2
5537,5 million britons with indian-made astrazeneca vaccine may ...,2021-07-03,2
5536,europe vaccination race covid-19 ’ s delta variant,2021-07-03,2
5535,se publicó dnu modifica ley vacunas : detalles,2021-07-03,2
5534,thousands brazil join anti-bolsonaro protest,2021-07-03,2
5533,brayton vázquez podría ser baja selección olímpica diagnóstico positivo covid-19,2021-07-03,2
5531,el ex juez oyarbide coronavirus internado terapia intensiva,2021-07-03,0
5530,"argentina vs. ecuador : resultado , resumen goles clasificación semifinal copa américa 2021",2021-07-03,1
5529,vacunación mendoza : cómo inscribirme requisitos,2021-07-03,2
5528,cuánto cobrarán persona afectadas vacunarse covid,2021-07-03,2
5527,covid : nueva variante epsilon podría ser resistente vacunas,2021-07-03,2
5526,qué dice dnu modifica ley vacunas habilita ...,2021-07-03,2
5532,científicos hallaron posible explicación covid prolongado,2021-07-03,2
5552,covishield covaxin : list european country recognise covid-19 vaccine,2021-07-04,2
5558,teeing off : manilva ’ s roman oasis reopens mini golf bar,2021-07-04,2
5559,where spot wild dolphins spain,2021-07-04,2
5557,magaluf armed cop crack ‘ disgraceful ’ boozing & fight brits return try shake ‘ party r ...,2021-07-04,2
5556,"covid‐19 uncertain future hrm : furlough , job ...",2021-07-04,2
5555,"double-jabbed brits returning spain , greece amber list country ‘ won ’ t quarantine a ...",2021-07-04,2
5554,denmark now permits restriction-free entry travellers ...,2021-07-04,2
5553,greece allows restriction-free entry arrivals from 5 other ...,2021-07-04,2
5551,czechia imposes test & quarantine requirements arrivals ...,2021-07-04,2
5542,cómo ayudar perro ansiedad si vuelves “ normalidad ” post covid-19,2021-07-04,2
5549,“ las art deben hacerse cargo prestaciones dinerarias secuelas covid ”,2021-07-04,2
5541,"murió josé manuel zamacona , líder los yonic ’ s , covid-19",2021-07-04,2
5543,el sector sanitario venezuela anunció protestas semana : “ estamos cansados sigan vulnerando derechos ”,2021-07-04,2
5544,"in argentina , covid jab propel search ‘ stolen grandchild ’",2021-07-04,1
5550,a 52 años murió actor fotógrafo horacio sabatini,2021-07-04,2
5546,coronavirus : ¿cuándo puede volver realizar actividad ...,2021-07-04,0
5547,cómo nueva tecnología 6g,2021-07-04,2
5548,¿qué autos eléctricos consiguen argentina precios ?,2021-07-04,1
5545,"coronavirus : porcentaje población vacunada podría dejar usarse barbijo , según expertos",2021-07-04,0
5571,"euro 2020 : sergio busquets , spain 's mr indispensable , look ...",2021-07-05,2
5578,viralgen expands aav vector manufacturing spain,2021-07-05,2
5577,de cristiano ronaldo werner : sexy ...,2021-07-05,2
5576,"tui cancel flight holiday destination including greece , italy spain",2021-07-05,2
5575,madrid celebrates toned-down 2021 pride march without losing intensity,2021-07-05,2
5574,caricom receive 800 000 dos covid-19 vaccine ...,2021-07-05,2
5573,i vaccine ? - olive press news spain,2021-07-05,2
5572,manchester city sign spain midfielder vicky losada barcelona,2021-07-05,2
5570,"busquets , super captain already surpassed ramos",2021-07-05,2
5579,spain ’ s best city bicycle revealed,2021-07-05,2
5568,no plazo caducidad primera dosis ...,2021-07-05,2
5560,avance plan vacunación : comienza distribución ...,2021-07-05,2
5561,"coronavirus : total fallecidos ascendió 96.521 camas terapia ocupadas 64,9 %",2021-07-05,0
5562,covid-19 : muere 60 % pacientes terapia intensiva,2021-07-05,2
5563,un estudio israel señaló vacuna pfizer 70 % efectiva variante delta covid-19,2021-07-05,2
5569,"parosmia , secuelas covid distorsiona gusto olfato",2021-07-05,2
5565,despedidas olímpicas cenard,2021-07-05,2
5566,fernando morra : “ el mercosur ser plataforma ...,2021-07-05,2
5567,tienes vacuna johnson & johnson coronavirus : ¿deberías obtener refuerzo pfizer moderna ?,2021-07-05,0
5564,el ministerio seguridad vacuna cadetes ...,2021-07-05,2
5590,delta variant drive spain 's covid-19 rate highest ...,2021-07-06,2
5598,three arrested gay man beaten death galicia,2021-07-06,2
5597,at least eight belgians infected covid party holiday ...,2021-07-06,2
5596,covid gib - olive press news spain,2021-07-06,2
5595,"euro 2020 : 'unfair fan italy , spain able attend semifinal wembley'- italy bos roberto mancini",2021-07-06,2
5594,'the perfect excuse keep simple ' : getting married spain ...,2021-07-06,2
5593,catalonia crack nightlife covid case rocket,2021-07-06,2
5592,spain 's catalonia region reimposes covid-19 restriction case spike,2021-07-06,2
5591,"outlook pandemic uncertain spain , infection spread among young people pressure hospital rise",2021-07-06,2
5599,"el salvador recibe 1,5 millones vacunas donadas eeuu",2021-07-06,2
5589,"“ mañana , covid ” : polémico video sergio urribarri fiesta israel",2021-07-06,2
5587,cuba reporta nuevo máximo absoluto casos diarios covid-19,2021-07-06,2
5586,el laboratorio richmond finalizó producción local primeras 153.441 dosis componente ii vacuna sputnik v,2021-07-06,2
5585,docena : 'las tres vacunas argentina pueden ...,2021-07-06,1
5584,¿beber alcohol elimina efecto vacuna covid-19 ? : lópez-gatell aclaró mito,2021-07-06,2
5583,argentina regresa final copa américa tras eliminar colombia,2021-07-06,1
5582,al menos 30 500 estudiantes puebla contagiaron covid-19 tras viaje graduación cancún,2021-07-06,2
5581,el tren sanitario comenzó recorrido pilar junín,2021-07-06,2
5580,universidades intercambian desarrollos prevenir ...,2021-07-06,2
5588,el autódromo hermanos rodríguez seguirá operando hospital covid-19 agosto,2021-07-06,2
5612,the winner spain 's euro 2020 run ... and missed chance,2021-07-07,2
5613,euro 2020 : spain teenager pedri right path ...,2021-07-07,2
5614,salmonella sickens six spain ; outbreak decline andalucía,2021-07-07,2
5611,la comunidad madrid notifica cero muertos covid primera vez julio 2020,2021-07-07,1
5617,spain grows film tv production hub,2021-07-07,2
5618,cruise liner sail port crew member test positive ...,2021-07-07,2
5619,reader question : does spain 's tie residency card always ...,2021-07-07,2
5615,spain urged act ‘ shameful ’ toll migrant dying route country,2021-07-07,2
5610,este tiempo mínimo esperar vacunarte si pasado covid,2021-07-07,2
5616,qatar airways launch holiday package spain,2021-07-07,2
5608,la contundente afirmación coco basile selección argentina,2021-07-07,1
5601,"por efecto vacunación , bajó casi diez años edad persona internadas covid-19 argentina",2021-07-07,2
5602,en argentina produjo primer lote componente 2 ...,2021-07-07,1
5609,inició vacunación covid-19 trabajadores maquiladora ciudad juárez,2021-07-07,2
5603,¿a hora juega final copa américa 2021 dónde verla ?,2021-07-07,2
5600,vacuna covid-19 argentina : gobierno ciudad buenos aires abre inscripción mayores 30,2021-07-07,2
5605,susana giménez recupera covid-19 . mira tratamiento,2021-07-07,2
5606,la oms recomendó uso do fármacos artritis casos graf covid-19,2021-07-07,2
5607,argentina : obispos convocan jornada oración ...,2021-07-07,1
5604,se aprueba unanimidad plan nacional evaluación ...,2021-07-07,2
5631,germany declare spain covid-19 risk area - report,2021-07-08,2
5638,covid : international travel change fully vaccinated people set,2021-07-08,2
5637,la covid arrolla mr jeff : prometedora 'startup ' anuncia ere tras aspirar plantilla mil trabajadores,2021-07-08,1
5636,eslovenia abre presidencia consejo vista puesta ...,2021-07-08,2
5635,there conclusive evidence pfizer-biontech ...,2021-07-08,2
5634,not jamón it : spanish minister ’ s eat le meat plea meet resistance,2021-07-08,2
5633,'catastrophic situation ' tunisia amid covid-19 surge – latest update,2021-07-08,2
5632,portugal spain colour red european ...,2021-07-08,2
5630,delta coronavirus variant dominant least four spanish region,2021-07-08,0
