,Titulo,Data,Cluster,Ano
10301,"la ciudad australiana perth registró caso coronavirus gobernador decretó tres días cuarentena 2,4 millones persona",2021-04-23,1,2021
10302,manuel wirzt covid internado,2021-04-23,2,2021
10303,la fiesta ilegal solo podían acudir persona aisladas ...,2021-04-23,2,2021
10304,"argentina , medio do pandemias : coronavirus hambre",2021-04-23,1,2021
10305,"el líder frente polisario , hospitalizado españa",2021-04-23,2,2021
10306,la socimi bodegueros france arroja resultado ...,2021-04-23,2,2021
10307,spain 'desperate ' welcome back british tourist summer,2021-04-23,0,2021
10308,eu approves ramp-up pfizer vaccine manufacturing site ...,2021-04-23,2,2021
10309,texas recommends resuming johnson & johnson vaccine ...,2021-04-23,2,2021
10310,spain 's bbva bank cut 3800 job,2021-04-23,0,2021
10311,more case brazilian covid variant found trinidad,2021-04-23,2,2021
10312,llevas toda vida tomando mal antihistamínicos ...,2021-04-23,2,2021
10313,brit dj accused raping holidaymaker ibiza spanish trial halted 30 minute due ‘ translation problem ’,2021-04-23,2,2021
10314,zimmer group crea stand virtual productos ...,2021-04-23,2,2021
10315,"parte ecuador vuelve confinamiento covid , ahora ...",2021-04-23,2,2021
10316,realizan plegaria hospital afectado covid ecuador,2021-04-23,2,2021
10317,23 abril 2021 : ecuador acumula 371.306 contagios ...,2021-04-23,2,2021
10318,emergencia sanitarium ecuador pandemia : unidades cuidados intensivos 99 % capacidad | video | cnn,2021-04-23,2,2021
10319,durán cuenta punto vacunación covid-19,2021-04-23,1,2021
10320,compras última hora marcan vísperas inicio toque ...,2021-04-23,2,2021
10321,“ hemos convertido ríos cloaca humanos ...,2021-04-23,2,2021
10322,"revisión vehicular quito : cómo sacar cita previa , dónde obtener historial calendario turnos",2021-04-23,2,2021
10323,ecuador : comienza toque queda ininterrumpido lunes coronavirus,2021-04-23,1,2021
10324,`` el 2022 puede haber problemas cubrir pensiones ...,2021-04-23,2,2021
10325,avances acuerdo argentina fabrique vacuna israel,2021-04-24,2,2021
10326,“ última cama ” : cómo protocolos deberán seguir médicos argentina si colapsa sistema salud,2021-04-24,2,2021
10327,por bajó edad promedio camas terapia intensiva segunda ola covid-19,2021-04-24,1,2021
10328,"casilda , longeva país , ganó covid festejó 114 años",2021-04-24,2,2021
10329,susana giménez recibió primera dosis vacuna covid-19 maldonado,2021-04-24,1,2021
10330,confirman muerte niña cuatro años covid-19 manizales,2021-04-24,1,2021
10331,"coronavirus : `` nos quedamos oxígeno '' , pedido desesperado director clínica gba",2021-04-24,1,2021
10332,`` vacuna mata galán '' : cómo inmunizado covid pesa hora conocer alguien,2021-04-24,2,2021
10333,carla vizzotti : `` es catástrofe sucediendo '',2021-04-24,2,2021
10334,horacio cabak vuelve medios después haber superado coronavirus : cómo cuándo regreso,2021-04-24,1,2021
10335,covid-19 : spanish man arrested 'infecting 22 people coronavirus ' going work 40c temperature,2021-04-24,1,2021
10336,"bárbara rey , ingresada covid-19 , vive momentos delicados",2021-04-24,1,2021
10337,home bacardi drink empire founder spain fall victim coronavirus pandemic,2021-04-24,0,2021
10338,hazard mete tremendo lío culpa peluquero,2021-04-24,2,2021
10339,cabify va brasil : dejará operar partir 14 junio crisis covid,2021-04-24,2,2021
10340,"el girondins , primera gran víctima covid : clubes ingresos amparo uefa fifa",2021-04-24,2,2021
10341,no respite india country set covid-19 infection record third straight day,2021-04-24,1,2021
10342,phone house sufre ciberataque expone datos mile clientes,2021-04-24,2,2021
10343,alimentos reducen posibles efectos secundarios vacuna coronavirus,2021-04-24,1,2021
10344,eduardo navarrete : concursante tv abanderado moda transgresora,2021-04-24,2,2021
10345,en ecuador registra nueva variante sars-cov-2,2021-04-24,2,2021
10346,justicia ecuador condena empresa acusada esclavitud,2021-04-24,2,2021
10347,recolección residuos quito activa ...,2021-04-24,2,2021
10348,brigadas atienden persona hogar calles quito ...,2021-04-24,2,2021
10349,confinamiento : primeros detenidos fiesta clandestinas ...,2021-04-24,2,2021
10350,los parques quito lucen vacíos inicio ...,2021-04-24,2,2021
10351,cinco reglas tomar cuenta toque queda,2021-04-24,2,2021
10352,vías principales quito movimiento ...,2021-04-24,2,2021
10353,riesgo país baja moderado,2021-04-24,2,2021
10354,lisseth ayoví gana medallas panamericano ...,2021-04-24,2,2021
10355,coronavirus : arribó vuelo aerolíneas argentinas ...,2021-04-25,1,2021
10356,argentina registra 15.012 nuevos casos coronavirus 170 muertes día,2021-04-25,1,2021
10357,coronavirus ciudad buenos aires : fuerte aumento ocupación camas,2021-04-25,1,2021
10358,"brasil , devastado covid-19 , enfrenta epidemia hambre",2021-04-25,1,2021
10359,sistema hospitalario buenos aires punto colapso,2021-04-25,2,2021
10360,"a do días haber cumplido 89 años , cacho fontana volvió contraer coronavirus internado cuadro neumonía",2021-04-25,1,2021
10361,florencia peña marcela kloosterboer coronavirus aisladas familias,2021-04-25,1,2021
10362,"el ex presidente peruano martín vizcarra , inhabilitado vacunarse secreto , covid-19",2021-04-25,1,2021
10363,"fiestas clandestinas , control plenum segunda ola coronavirus",2021-04-25,1,2021
10364,"fito páez pidió mejoría ricardo vilaseca , ...",2021-04-25,2,2021
10365,morocco scold spain virus help independence leader,2021-04-25,0,2021
10366,selena gomez tuitea pedro sánchez pedirle done ...,2021-04-25,2,2021
10367,¿por selena gomez escrito 'tweet ' pedro sánchez ?,2021-04-25,2,2021
10368,seis restaurantes gerona abren puertas aquellos ...,2021-04-25,2,2021
10369,"bianca andreescu test positive covid-19 , withdraws madrid open",2021-04-25,1,2021
10370,christian dinamarca prepara próxima confirmación compañía abuela,2021-04-25,2,2021
10371,t & t condemns us travel advisory – nationnews barbados ...,2021-04-25,2,2021
10372,important dates spain,2021-04-25,0,2021
10373,"issfa ecuador : requisitos , link web listado quiénes pueden vacunar",2021-04-25,2,2021
10374,"de 20:00 05:00 , toque queda 16 provincias",2021-04-25,2,2021
10375,¿dónde ver premios oscar 2021 ?,2021-04-25,2,2021
10376,"las pymes , instrumento reactivación productiva",2021-04-25,2,2021
10377,intensivistas azuay preocupados situación ...,2021-04-25,2,2021
10378,menos ecuatorianos clase medium,2021-04-25,2,2021
10379,investigan enfermero paciente incidente vacunación mucho lote,2021-04-25,2,2021
10380,"variante c.37 , detectada ecuador , mutación similar california india",2021-04-25,2,2021
10381,ecuador completa día confinamiento masivo,2021-04-25,2,2021
10382,más 80 muertos 100 heridos explosión incendio hospital enfermos covid-19 irak,2021-04-25,1,2021
10383,coronavirus amba : demoras 10 horas conseguir cama terapia derivación pacientes prepagas hospitales públicos,2021-04-26,1,2021
10384,andrea gamarnik incorporada academia ...,2021-04-26,2,2021
10385,covid-19 argentina : murió jugador rugby la plata,2021-04-26,1,2021
10386,desarrollan sistema monitoreo tiempo real ...,2021-04-26,2,2021
10387,cacho fontana vez grave coronavirus,2021-04-26,1,2021
10388,llegó segundo vuelo aerolíneas argentinas trajo ...,2021-04-26,2,2021
10389,el gobierno sumó nueva preocupación lucha coronavirus : falta oxígeno,2021-04-26,1,2021
10390,alertaron fuerte aumento medicamentos utilizados terapia intensiva : subas llegaron 1300 %,2021-04-26,2,2021
10391,coronavirus argentina : crece demanda cascos ventilación invasiva reducir uso terapias intensivas,2021-04-26,1,2021
10392,análisis publicidades pandemia cuarentena,2021-04-26,2,2021
10393,san fermin fiesta pamplona fall victim coronavirus ...,2021-04-26,1,2021
10394,man mallorca arrested infecting 22 people coronavirus,2021-04-26,1,2021
10395,who allowed spain moment hotel open ? all covid-19 travel question answered,2021-04-26,1,2021
10396,difficult times : depression anxiety time high across spain ’ s malaga thanks covid-19,2021-04-26,1,2021
10397,spain 's covid-19 case ease pressure hospital ...,2021-04-26,1,2021
10398,people aged 44 receive invite covid-19 vaccine ...,2021-04-26,1,2021
10399,animal welfare activist demand cancellation spain ’ s cordoba bullfighting festival,2021-04-26,0,2021
10400,greece may permit entry vaccinated russian tourists ...,2021-04-26,2,2021
10401,brahim ghali 's hospitalization was negotiated 'highest ...,2021-04-26,2,2021
10402,nos preguntáis uso luz ultravioleta sars-cov-2,2021-04-26,2,2021
10403,detenidas 176 persona infringir toque queda ...,2021-04-26,2,2021
10404,cuatro problemas económicos enfrenta nuevo ...,2021-04-26,2,2021
10405,"maría brown nueva ministra educación , ...",2021-04-26,2,2021
10406,fiscalía acusa formalmente peculado alcalde jorge yunda,2021-04-26,2,2021
10407,un adiós poncho alpargatas jesús fichamba,2021-04-26,2,2021
10408,"baltazar ushca , último hielero chimborazo , recibió ...",2021-04-26,2,2021
10409,ministerio trabajo dice 'empleador deberá justificar ...,2021-04-26,2,2021
10410,26 abril 2021 : 123 fallecidos covid-19 24 horas,2021-04-26,1,2021
10411,ximena garzón ministra salud ecuador ...,2021-04-26,2,2021
10412,el cantante otavaleño jesús fichamba falleció 26 ...,2021-04-26,2,2021
10413,coronavirus argentina : casi 45 % internados terapia intensiva 40 60 años,2021-04-27,1,2021
10414,de covidiota covidilio : 25 nuevas palabras actitudes pandemia,2021-04-27,2,2021
10415,"aceptado rae , término “ covidiota ” forma parte ...",2021-04-27,2,2021
10416,argentina segundo país mundo muertos coronavirus últimas 24 horas,2021-04-27,1,2021
10417,así evoluciona salud víctor hugo morales me después contraer covid-19,2021-04-27,1,2021
10418,especialistas coinciden argentina atraviesa 'el peor ...,2021-04-27,2,2021
10419,“ nunca imaginamos íbamos llegar esto ” : la pandemia dispara miseria afueras buenos aires,2021-04-27,2,2021
10420,paso paso : cómo registrarse vacunación covid-19 persona 50 59 años,2021-04-27,1,2021
10421,estafa córdoba : detuvieron do bioquímicas realizar falsos análisis pcr cambio dinero,2021-04-27,2,2021
10422,¿cuántos hoteles cerraron argentina pandemia ?,2021-04-27,2,2021
10423,covid incidence rate remains stable 19852 new case ...,2021-04-27,2,2021
10424,libre contagios | el gran éxito concierto ...,2021-04-27,2,2021
10425,madrid election campaign descends toxic battle,2021-04-27,2,2021
10426,organizers : pilot barcelona concert could pave way,2021-04-27,2,2021
10427,la innovadora terapia tratar acúfenos : trastorno sufren 4 millones españoles,2021-04-27,2,2021
10428,barcelona launch campaign win back us tourist,2021-04-27,2,2021
10429,"covid test cost rule airline including tui , ryanair ...",2021-04-27,2,2021
10430,la reina letizia estrena amplía abanico marcas 'made spain ',2021-04-27,0,2021
10431,what life like fully vaccinated gibraltar .,2021-04-27,2,2021
10432,some 100 migrant try swim spain 's ceuta enclave,2021-04-27,0,2021
10433,27 abril 2021 : ecuador llega 375.329 casos ...,2021-04-27,2,2021
10434,en último año aumentó demanda oxígeno medicinal,2021-04-27,2,2021
10435,fiscal pide prisión preventiva alcalde jorge yunda,2021-04-27,2,2021
10436,`` quienes trabajamos recolección basura quito ...,2021-04-27,2,2021
10437,bill gates habla cuándo cómo mundo 'volverá ...,2021-04-27,2,2021
10438,corte constitucional revisará artículos coip aborto ...,2021-04-27,2,2021
10439,"negocios , pandemia informalidad",2021-04-27,2,2021
10440,"todo funcionario incumpla , ir : jorge wated",2021-04-27,2,2021
10441,"el presidente electo , guillermo lasso , suma simón carlos ...",2021-04-27,2,2021
10442,pareja influencers enfrenta deportación pintar ...,2021-04-27,2,2021
10443,“ covid-t ” : plataforma permitirá estudio ...,2021-04-28,2,2021
10444,avanza vacunación covid-19 persona ...,2021-04-28,1,2021
10445,sólo 6 % menores 60 comorbilidades recibió vacuna covid-19 argentina,2021-04-28,1,2021
10446,vizzotti convocó representantes astrazeneca ...,2021-04-28,2,2021
10447,"india bate récord muertos contagios covid-19 , argentina presenta peores indicadores epidemiológicos",2021-04-28,1,2021
10448,"argentina , tres países peor manejaron pandemia , según bloomberg",2021-04-28,2,2021
10449,día mundial seguridad salud trabajo ...,2021-04-28,2,2021
10450,colombia registra nuevo récord muertes covid-19 : 490 ...,2021-04-28,1,2021
10451,argentina recibió nueva donación gobierno ...,2021-04-28,2,2021
10452,la propuesta patricia bullrich : entregar malvinas cambio vacuna pfizer,2021-04-28,2,2021
10453,"one month covid trial concert barcelona , result ...",2021-04-28,2,2021
10454,"barcelona concert 5,000 people coronavirus superspreading event , study find",2021-04-28,1,2021
10455,a covid concert experiment spain returned ...,2021-04-28,0,2021
10456,spain ready welcome brits june - ...,2021-04-28,0,2021
10457,spain plans to reopen for all tourists beginning in june,2021-04-28,0,2021
10458,spain tourism chief say sun-seeking brits welcome holiday june,2021-04-28,0,2021
10459,jóvenes empeoran rápido : así nuevos pacientes covid uci españa,2021-04-28,2,2021
10460,spain ’ s andalusia region allow travel province,2021-04-28,0,2021
10461,"“ me llamo verena , 16 , llevo 7 me tosiendo toda ...",2021-04-28,2,2021
10462,atlantic copper realiza 1.260 pruebas detección covid ...,2021-04-28,2,2021
10463,28 abril 2021 : ecuador suma 2.333 casos covid-19 ...,2021-04-28,1,2021
10464,en guayaquil detectan primer caso 'corona-dengue ',2021-04-28,2,2021
10465,registro civil suspende matrimonios imbabura covid-19,2021-04-28,1,2021
10466,1 mayo ecuador : ¿se adelanta feriado viernes 30 ?,2021-04-28,2,2021
10467,"galápagos , salvo virus turismo ciencia pausa",2021-04-28,2,2021
10468,¿cuál alcance pronunciamiento ...,2021-04-28,2,2021
10469,"en cantón antonio ante , imbabura , desarrolla ...",2021-04-28,2,2021
10470,tercera vacuna rusa covid-19 solicita aprobación ...,2021-04-28,1,2021
10471,deportistas participen juegos olímpicos harán ...,2021-04-28,2,2021
10472,"bono protección familiar : cómo consultar cédula , monto ...",2021-04-28,2,2021
10473,cuántos casos coronavirus hoy 29 abril argentina,2021-04-29,1,2021
10474,qué pasó millones vacunas astrazeneca ...,2021-04-29,2,2021
10475,conmebol inicia distribución vacunas ...,2021-04-29,2,2021
10476,inti respaldó control temperatura distribución ...,2021-04-29,2,2021
10477,se desarrolló nueva herramienta conocer ...,2021-04-29,2,2021
10478,la vacuna covid-19 pfizer requerirá tercera dosis 9 12 me después primera,2021-04-29,1,2021
10479,cómo plan impulsa hugo sigman producir vacuna sinopharm argentina,2021-04-29,2,2021
10480,"covid-19 prolongado : saber , según reconocido investigador eric topol",2021-04-29,1,2021
10481,brasil superó 400 mil muertes coronavirus : 25 % falleció últimos 36 días,2021-04-29,1,2021
10482,se establece prioritaria provisión oxígeno ...,2021-04-29,2,2021
10483,the world responds coronavirus catastrophe india,2021-04-29,1,2021
10484,spain ’ s matadors fight back after covid-19 nearly kills their art,2021-04-29,1,2021
10485,spain 's reig jofre new plant produce j & j vaccine end-q2,2021-04-29,0,2021
10486,"portugal reach final phase lockdown easing , land border ...",2021-04-29,2,2021
10487,spain 's primavera sound festival resume 2022 two ...,2021-04-29,0,2021
10488,lawmakers clear eu covid pas may ensure ...,2021-04-29,2,2021
10489,"bbva , sabadell show sign recovery pandemic stress",2021-04-29,2,2021
10490,strict measure t & t covid case rise,2021-04-29,2,2021
10491,cl final unaffected rising covid case turkey – uefa,2021-04-29,2,2021
10492,"covid , working conditions likely cause worldwide nursing shortage",2021-04-29,2,2021
10493,los pacientes sobrepeso riesgo tener ...,2021-04-29,2,2021
10494,¿es feriado viernes 30 abril lunes 3 mayo ecuador ?,2021-04-29,2,2021
10495,conmebol inicia distribución vacunas ...,2021-04-29,2,2021
10496,el covid-19 intimida libadores tres sectores ...,2021-04-29,1,2021
10497,coe nacional pide prohibir exportación oxígeno medicinal,2021-04-29,2,2021
10498,ecuatoriana airlines presentó plane operación ...,2021-04-29,2,2021
10499,"a salvo covid , islas galápagos , paraíso volcánico agua cristalinas",2021-04-29,2,2021
10500,"vacunación mayores 85 años ecuador : zona , puntos vacunación cuándo ir",2021-04-29,2,2021
10501,millones tulipanes vuelven florecer dan espectáculo ...,2021-04-29,2,2021
10502,covid-19 : siete gobiernos rechazan desclasificar contratos ...,2021-04-29,1,2021
10503,arribó vuelo 765.545 mil dosis sputnik v ...,2021-04-30,2,2021
10504,mancuello da positivo covid-19,2021-04-30,1,2021
10505,coronavirus argentina hoy : situación sanitarium 30 ...,2021-04-30,1,2021
10506,“ el primer baile ” : cómo evento discoteca británica abre primera vez pandemia puertas protocolos,2021-04-30,2,2021
10507,qué medidas debo tomar si contacto estrecho caso confirmado covid-19,2021-04-30,1,2021
10508,es dueño gimnasios enojo restricciones hizo viral : “ cerrame da comer pago impuestos ”,2021-04-30,2,2021
10509,coronavirus : reforzarán medidas vigentes ...,2021-04-30,1,2021
10510,"florencia peña cruzó panelistas clases presenciales : “ nada contagia , pico contagios ”",2021-04-30,2,2021
10511,gino peruzzi coronavirus marginado,2021-04-30,1,2021
10512,los habitantes pueblo italia foco inicial pandemia ahora “ superinmunes ” covid-19 : teoría expertos,2021-04-30,1,2021
10513,relaxed covid rule take centre-stage madrid region ...,2021-04-30,2,2021
10514,"with coronavirus state alarm soon expire , region ...",2021-04-30,1,2021
10515,morocco grant asylum former catalan leader response ...,2021-04-30,2,2021
10516,portugal re-opens border with spain on saturday,2021-04-30,0,2021
10517,100 moroccan nationals attempt reach spain 's ceuta ...,2021-04-30,0,2021
10518,the number people england covid-19 drop 40 % ...,2021-04-30,1,2021
10519,covid-19 : un vídeo concienciar evitar relajación,2021-04-30,1,2021
10520,trinidad record 300 new covid case – nationnews ...,2021-04-30,2,2021
10521,la moncloa . 30/04/2021 . españa remite comisión ...,2021-04-30,2,2021
10522,primavera sound enliven spain expanded version 2022 | daily sabah,2021-04-30,0,2021
10523,30 abril 2021 : ecuador suma 1.173 contagios covid ...,2021-04-30,2,2021
10524,la vacunación profesores covid-19 inició ...,2021-04-30,1,2021
10525,el oxígeno medicinal escaso tres provincias,2021-04-30,2,2021
10526,¿qué permitido hacer confinamiento ...,2021-04-30,2,2021
10527,"iess dará inicio 3 mayo proceso vacunación covid-19 jubilados , pensionistas afiliados 65 años adelante ; así puede consultar punto designado",2021-04-30,1,2021
10528,"'ya madrugo , extraño ir escuela '",2021-04-30,2,2021
10529,"across latin america , displaced people receive covid-19 ...",2021-04-30,1,2021
10530,se inició aplicación segunda dosis vacuna covid-19 adultos mayores chone ; docentes inoculados zona amazonía,2021-04-30,1,2021
10531,asamblea nacional aprobó reformas ley tránsito,2021-04-30,2,2021
10532,una persona murió 10 resultaron heridas accidente ...,2021-04-30,2,2021
10533,semáforo epidemiológico covid argentina : ¿qué restricciones toman cada zona según riesgo ?,2021-05-01,2,2021
10534,vizzotti recibió 250 nuevos respiradores reforzar ...,2021-05-01,2,2021
10535,coronavirus argentina : cuántos casos muertes hoy 1° mayo,2021-05-01,1,2021
10536,coronavirus.- argentina extiende cierre fronteras turismo suma 16.500 contagios,2021-05-01,1,2021
10537,miami beach convoca vacunarse covid-19 playa : domingo aplicarán dosis johnson & johnson agoten,2021-05-01,1,2021
10538,qué afección padece edwin cardona recuperado covid debe controlar corazón hacer ejercicio,2021-05-01,2,2021
10539,bautismo fuego fuerza aérea argentina : coraje ...,2021-05-01,2,2021
10540,¿primero gripe coronavirus ? : cómo debe ser orden ...,2021-05-01,1,2021
10541,"murió coronavirus 48 años bocha ramírez , futbolista señalado maradona sucesor",2021-05-01,1,2021
10542,sin mascarillas distancia social : discoteca inglesa abrió primera vez pandemia prueba piloto inédita 3.000 persona,2021-05-01,2,2021
10543,portugal-spain border open 1st time since january,2021-05-01,0,2021
10544,"thousands mark may day rally france , spain germany",2021-05-01,0,2021
10545,3.000 persona abarrotan discoteca liverpool ...,2021-05-01,2,2021
10546,"muere jesús hoyos , médico movistar team 24 años",2021-05-01,2,2021
10547,josé luis sena : “ es difícil ser competitivo ‘ made spain ”,2021-05-01,0,2021
10548,sailgp bermuda : phil robertson outline off-camera ...,2021-05-01,2,2021
10549,not bad : valencia claim mid-table slot list spanish city quality life according resident survey,2021-05-01,2,2021
10550,salud registra 2 727 casos covid-19 últimas 24 ...,2021-05-01,1,2021
10551,luto cayambe muerte concejal 38 años ...,2021-05-01,2,2021
10552,organización forward postula rosalía arteaga ...,2021-05-01,2,2021
10553,"murió ray reyes , exintegrante agrupación menudo",2021-05-01,2,2021
10554,rodrigo tenorio ambrosi : 'no existiría sociedad factor ...,2021-05-01,2,2021
10555,"murió shunsuke kikuchi , compositor 'dragon ball ' ...",2021-05-01,2,2021
10556,"pese restricciones , sigue indisciplina parques quito",2021-05-01,2,2021
10557,++ coronavirus hoy : india amplía vacunación adultos ++,2021-05-01,1,2021
10558,"la lluvia inundó cinco sectores ibarra , imbabura , 1 ...",2021-05-01,2,2021
10559,refinería central ecuador dio primero › cuba › granma ...,2021-05-01,2,2021
10560,"the new york times alerta nuevo pico mundial coronavirus , identifica uruguay argentina casos preocupantes",2021-05-02,1,2021
10561,sabía covid-19 volvió miami certificado trucho : quedó detenido aeropuerto ezeiza,2021-05-02,1,2021
10562,viajó miami coronavirus truchó certificado subirse avión,2021-05-02,1,2021
10563,marina calabró coronavirus : “ no síntomas angustiada ”,2021-05-02,1,2021
10564,plan vacunación : comienza hoy distribución 650.400 ...,2021-05-02,2,2021
10565,"miami beach comenzó vacunar covid-19 playa : “ los esperamos arena , queden dosis ”",2021-05-02,1,2021
10566,salud invierte 3.700 millones peso garantizar ...,2021-05-02,2,2021
10567,'hospitals full ' argentina covid-19 case hit 3 million,2021-05-02,1,2021
10568,coronavirus : ¿cuántas vacunas recibió argentina ?,2021-05-02,1,2021
10569,cuestionan venta libre test covid farmacias,2021-05-02,2,2021
10570,euphoric clubbers hit dance floor spain trial digital ...,2021-05-02,0,2021
10571,spain 's far-right vox eye share power madrid,2021-05-02,0,2021
10572,‘ we ’ re ayuso ’ : lockdown sceptic poised victory madrid election,2021-05-02,2,2021
10573,"los 'made spain ' opel corsa peugeot 2008 , coches vendidos europa marzo",2021-05-02,0,2021
10574,2 mayo 2021 : ecuador suma 2.710 casos covid-19 ...,2021-05-02,1,2021
10575,una histórica participación ecuador mundial ...,2021-05-02,2,2021
10576,"el presidente ecuador , lenín moreno , dijo aplicado millón dosis vacunas covid-19",2021-05-02,1,2021
10577,lenín moreno lamenta muerte excanciller peruano ...,2021-05-02,2,2021
10578,docentes enfrentan largas filas inclemencias tiempo recibir vacuna coronavirus quito,2021-05-02,1,2021
10579,alerta fiesta clandestinas toque queda ...,2021-05-02,2,2021
10580,"‘ irrompibles ’ , canción dedicada generar conciencia pandemia covid-19",2021-05-02,1,2021
10581,resistencia antibióticos causaría próxima pandemia ; ecuador excesivo uso medicamentos,2021-05-02,2,2021
10582,vizzotti nicolini iniciaron conversaciones autoridades ...,2021-05-03,2,2021
10583,otro día olvido argentina covid-19,2021-05-03,1,2021
10584,detenido argentino miami vacunarse covid regresó avión infectado,2021-05-03,2,2021
10585,coronavirus india : investigan si falta oxígeno provocó muerte 24 pacientes hospital,2021-05-03,1,2021
10586,"dolor fútbol argentino : murió rafael albrecht , gloria san lorenzo selección argentina",2021-05-03,2,2021
10587,el duro despertar tras me coma covid-19,2021-05-03,1,2021
10588,la gran pérdida máxima holanda : muere tío ...,2021-05-03,2,2021
10589,sociedad argentina terapia intensiva alerta alta ...,2021-05-03,2,2021
10590,"el suero hiperinmune evitó 90 % pacientes vaya terapia intensiva , según estudio",2021-05-03,2,2021
10591,qué sirve comprender índice positividad testeos covid-19,2021-05-03,1,2021
10592,pharmacy worker sold fake covid-19 test paper ...,2021-05-03,1,2021
10593,italia autoriza vacunación selección cara eurocopa,2021-05-03,2,2021
10594,"germany , france , spain aim fighter jet agreement next week",2021-05-03,0,2021
10595,trinidad tobago tightens lockdown covid-19 case ...,2021-05-03,1,2021
10596,"ayuso robot sophia hablan 4-m piropo incluido : “ presidenta , viene guapa ”",2021-05-03,2,2021
10597,covid-19 : kuwait delay second dose vaccine amid shortage,2021-05-03,1,2021
10598,covid : some foreign travel opening 17 may - boris johnson,2021-05-03,2,2021
10599,malta donates oxygen equipment india,2021-05-03,2,2021
10600,ethnicity fundamental cause health inequity : case ...,2021-05-03,2,2021
10601,global survey : huge support for vaccine passports — but ...,2021-05-03,2,2021
10602,el arquero boca juniors da positivo covid-19 llegar ...,2021-05-03,1,2021
10603,"esteban andrada , portero titular boca , dio positivo covid-19 baja enfrentar barcelona sc",2021-05-03,1,2021
10604,"andrada , arquero boca , dio positivo covid aislado ecuador",2021-05-03,2,2021
10605,25 universidades apoyan vacunación covid-19 ...,2021-05-03,1,2021
10606,la nueva edición superliga femenina ecuador ...,2021-05-03,2,2021
10607,guayaquil reporta desaceleración muertes ...,2021-05-03,2,2021
10608,las clases costa comenzarán bajo modalidad ...,2021-05-03,2,2021
10609,++ coronavirus hoy : nueva york apunta levantar restricciones aforo me ++,2021-05-03,1,2021
10610,pocho álvarez : 'ecuador carece verbo conjugarse ',2021-05-03,2,2021
10611,vacunar población ecuador me máximo do posible plan ideado gremio expertos ; disposición autoridades,2021-05-03,2,2021
10612,internado diego brancatelli coronavirus : últimas noticias salud actualizado,2021-05-04,1,2021
10613,"más contagios televisión : marcelo bonelli marina calabró , positivos covi-19",2021-05-04,1,2021
10614,"ranking letalidad covid-19 argentina : desciende caba aumenta jujuy , la rioja salta",2021-05-04,1,2021
10615,covid : hallan tratamiento anticuerpos acabar variantes coronavirus,2021-05-04,1,2021
10616,el gobierno argentino carga corte suprema acusa golpismo,2021-05-04,2,2021
10617,la clínica afirma certificado dio joven volvió miami coronavirus trucho,2021-05-04,1,2021
10618,flor vigna rompió llanto hacer reflexión pandemia : “ nunca sabe cuándo puede morir alguien ”,2021-05-04,2,2021
10619,coronavirus : cacho fontana dado alta tras recuperarse neumonía bilateral,2021-05-04,1,2021
10620,ángel romero dio positivo covid-19,2021-05-04,1,2021
10621,sigue lenta vacunación personal salud provincia buenos aires,2021-05-04,2,2021
10622,people ’ s party win madrid snap election fails get majority,2021-05-04,2,2021
10623,"¿la covid-19 enfermedad vascular , respiratoria ?",2021-05-04,1,2021
10624,europe seeks reignite chinese tourism old ...,2021-05-04,2,2021
10625,grecia apuesta plan recuperación capaz crear ...,2021-05-04,2,2021
10626,cordoba mezquita-catedral open nocturnal visit may,2021-05-04,2,2021
10627,no evidence drinking alcohol interferes covid vaccine ...,2021-05-04,2,2021
10628,spain 's liberbank q1 net profit rise 17 % year ago,2021-05-04,0,2021
10629,no fibbing : live music festival spain ’ s benicassim could welcome larger crowd year,2021-05-04,0,2021
10630,covid-19 lockdown rebel win madrid regional election,2021-05-04,1,2021
10631,el algoritmo predice evolución pacientes covid-19 hospitales madrileños,2021-05-04,1,2021
10632,el coe acepta juegue partido barcelona ...,2021-05-04,2,2021
10633,"alivio boca : tras caso positivo covid-19 esteban andrada , resto plantel dio negativo ecuador juega barcelona",2021-05-04,1,2021
10634,coe nacional confirma realización juego barcelona sc vs. boca juniors copa libertadores,2021-05-04,2,2021
10635,aeroméxico incrementó vuelos ecuador,2021-05-04,2,2021
10636,ecuador prohibirá exportación oxígeno genus alarma ...,2021-05-04,2,2021
10637,chinas petrochina unipec ganan contratos petróleo ...,2021-05-04,2,2021
10638,adultos mayores parroquias oriente quito ...,2021-05-04,2,2021
10639,"natalia lafourcade , mon laferte khea invitados ...",2021-05-04,2,2021
10640,"casos coronavirus ecuador , martes 4 mayo ...",2021-05-04,1,2021
10641,gobierno ecuador firmó acuerdos tres ...,2021-05-04,2,2021
10642,la anmat aprobó primer hisopo nasofaringeo ...,2021-05-05,2,2021
10643,coronavirus argentina : virus murieron menos 588 ...,2021-05-05,1,2021
10644,covid : rusia vacunas animales argentina ...,2021-05-05,2,2021
10645,avanza acuerdo local sinergium gobierno fabricar vacuna sinopharm,2021-05-05,2,2021
10646,la vacunación charly garcía covid-19 eco rusia,2021-05-05,1,2021
10647,cuáles cómo funcionan 3 tipos test usan pandemia covid-19,2021-05-05,1,2021
10648,murió coronavirus popular humorista brasileño paulo gustavo,2021-05-05,1,2021
10649,informe : desafíos políticas públicas materia ...,2021-05-05,2,2021
10650,hay margen fiscal asistencia 2020,2021-05-05,2,2021
10651,argentina man faked covid certificate fly miami ...,2021-05-05,2,2021
