,Titulo,Ano,Cluster
3284,"además encubrir china , oms ocultó informe pasó italia primeros días pandemia coronavirus",2020,1
3285,"argentina brasileña , poderosas ...",2020,0
3286,"24 diciembre , ¿es feriado ?",2020,0
3287,repudio trailer película aterradora pandemia 2024,2020,0
3288,“ efecto zombi ” : ap revela si cierto vacuna covid-19 altera adn,2020,0
3289,congreso argentino presenta proyecto suspender paso,2020,0
3290,mexico approves emergency use pfizer 's covid-19 vaccine,2020,0
3291,vacuna covid-19 : contemplará plan inmunización mujeres embarazadas niños,2020,0
3292,comité expertos cdc eeuu recomendó vacuna pfizer - biontech coronavirus mayores 16 años,2020,1
3293,"murió charley pride , primera superestrella afroamericana música country",2020,0
3294,ciudad quiere prepagas vacunen coronavirus evitar cuellos botella,2020,1
3295,coronavirus : alumnos capioví primeros ...,2020,1
3296,dubai 's emaar appoints new chairman founder take ...,2020,0
3297,“ no aguanto 10 minutos ” : tania ruiz reveló secuelas covid-19 sigue padeciendo cuatro me recuperación,2020,0
3298,dramática historia médica colombiana reaprendió hablar escribir tras vencer covid-19 : ahora persiguen deudas,2020,0
3299,carnaval gualeguaychú 2021 : suspendió edición ...,2020,0
3300,"cómo epivaccorona , vacuna desarrolló rusia ...",2020,0
3301,jubilación mínima ans diciembre : cuánto cuándo cobra,2020,0
3302,"“ son menos sangrientas , igual constantes ” : funeraria sobrevivió cárteles , nuevos récords muertes covid-19",2020,0
3303,día nacional petróleo : celebra domingo 13 diciembre,2020,0
3304,doloroso video madre buscaba hijo derrumbe vía medellín-bogotá,2020,0
3305,covid : medidas recomiendan festejar navidad ...,2020,0
3306,"recomiendan pasar fiesta aire libre , saludos ...",2020,0
3307,comenzará argentina nuevo estudio vacuna recombinante sars-cov-2,2020,0
3308,coronavirus|carlos rojkés : presentador argentina murió ...,2020,0
3309,navidad año nuevo coronavirus : así fiesta ...,2020,1
3310,leyes sancionó congreso argentino 2020,2020,0
3311,declaraciones falsas engañosas covid-19 video ...,2020,0
3312,"encefalitis , posible efecto rápido adverso vacunas covid-19",2020,0
3313,veinte famosos políticos argentinos murieron 2020,2020,0
3314,galeno seguros alcanzó 100.000 pólizas auto,2020,0
3315,bondades científicas vacuna pfizer-biontech lidera plane vacunación mundo : ¿por tenemos ?,2020,0
3316,coronavirus : ginés pidió `` reforzar cuidados '' `` tomar conciencia '' suba casos,2020,1
3317,"aire libre , saludos , abrazos , choque copas : recomendaciones médicos fiesta navidad año nuevo",2020,0
3318,advierten primer caso coronavirus animal salvaje,2020,1
3319,aseguran nueva cepa coronavirus afecta niños responsable mile contagios londres,2020,1
3320,unidos aprobó primer test casero venta libre detección covid-19,2020,0
3321,carrera muerte : imágenes drama encontrar cama hospitales saturados covid-19,2020,0
3322,julia mengolini contó papá encuentra grave tras contraer coronavirus : “ está terapia intensiva peleando vida ”,2020,1
3323,velatorios cuarentena argentina : medidas restricciones,2020,0
3324,air liquide invierte unidad captura carbono argentina,2020,0
3325,registraron casos positivos primer día controles coronavirus aeropuerto ezeiza,2020,1
3326,"avance covid-19 , uruguay suspenderá ingreso país 21 diciembre 10 enero",2020,0
3327,alberto fernández asume presidencia pro témpore mercosur,2020,0
3328,aerolíneas argentina prepara vuelo ir buscar ...,2020,0
3329,"brasil reportó 964 nuevas muertes coronavirus , mayor cifra septiembre",2020,1
3330,china comprará 100 millones dosis vacuna pfizer biontech coronavirus,2020,1
3331,¿ibuprofeno paracetamol ? éste mejor medicamento fiebre covid,2020,0
3332,covid-19 : persona obesidad deberían primeras recibir vacuna,2020,0
3333,"“ en lugar sanar , puedo empeorar ” : pacientes covid-19 cdmx prefieren atenderse consultorios farmacias , hospitales",2020,0
3334,"mapa coronavirus méxico 16 diciembre : 115,000 muertes , país volvió superar 11,000 contagios día",2020,1
3335,argentina enreda vacuna rusa días llegada país primeras dosis,2020,0
3336,¿cuándo llega vacuna coronavirus américa latina ?,2020,1
3337,¿un nuevo síntoma covid-19 ? estudio asegura virus podría causar pérdida auditiva,2020,0
3338,rey suecia plegó críticas gestión pandemia coronavirus país : “ hemos fracasado ”,2020,1
3339,avanza diseño gabinetes bioseguros personal ...,2020,0
3340,"coronavirus argentina : paso paso , cómo anotarse « bolsa trabajo » ans",2020,0
3341,vez china detectó rastros coronavirus empaques productos argentinos,2020,1
3342,"coronavirus argentina : casos vinchina , rioja 17 diciembre",2020,0
3343,coronavirus ecuador hoy : cuántos casos registraron 17 diciembre,2020,1
3344,rossi encabezó ceremonia egreso nuevos ...,2020,0
3345,"vacunas covid-19 , gran descubrimiento científico año 2020",2020,0
3346,mike penny aplicó vacuna pfizer coronavirus público,2020,1
3347,“ no intubado respiración asistida ” : armando manzanero continúa hospitalizado buen humor pesar contagio covid-19,2020,0
3348,"coronavirus : justicia da marcha atrás cierre buzios , brasil exigirá test pcr ingresar",2020,1
3349,"hermano murió , quería pedir ayuda madre falleció intento , covid-19",2020,0
3350,país . comunidad educativa argentina frente covid ...,2020,0
3351,cerca 1.300 profesionales itinerantes trabajaron ...,2020,0
3352,'incluso vacunada respetar medidas sanitarias ...,2020,0
3353,rector puerto : participamos ...,2020,0
3354,cuestionan dinamarca orden ejecutar millones visones miedo contagien covid-19,2020,0
3355,coronavirus argentina : reportaron 91 muertes 5.795 nuevos casos,2020,0
3356,pasos armando manzanero ser diagnosticado covid-19 : evento gobernador yucatán,2020,0
3357,dolor julia mengolini tras muerte padre ...,2020,0
3358,parlamento uruguayo ratificó ley impulsada lacalle pou cerrar fronteras 20 días covid-19,2020,0
3359,sábado registraron 37 nuevos casos coronavirus ...,2020,1
3360,coronavirus alemania hoy : cuántos casos registraron 19 diciembre,2020,1
3361,primera muerte coronavirus delegación pfa ...,2020,1
3362,advertencia claudia lópez bogotanos repunte 4.155 nuevos contagios covid-19 capital,2020,0
3363,global covid-19 case surpass 75 million,2020,0
3364,moderna say cdc panel recommends covid-19 vaccine ...,2020,0
3365,nueva cepa coronavirus reino unido : alerta éxodo mile persona reconfinamiento londres,2020,1
3366,cuál único país mundo casos covid-19,2020,0
3367,coronavirus alemania hoy : cuántos casos registraron 20 diciembre,2020,1
3368,implementaron consultorio pacientes recuperados covid-19,2020,0
3369,verano 2021 : cuáles requisitos irse vacaciones costa atlántica,2020,0
3370,"60 aviones privados llegaron aeropuerto punta fin semana , cierre fronteras coronavirus",2020,1
3371,"touch uk covid-19 variant , seek clearer ...",2020,0
3372,dónde puedo realizarme prueba gratis covid-19 ciudad méxico,2020,0
3373,uk pm johnson chair emergency response meeting ...,2020,0
3374,u.s. lawmaker back $ 15 billion airline payroll assistance,2020,0
3375,postergó vuelo moscú traerá vacunas covid-19,2020,0
3376,joe biden recibió vacuna covid-19 dar fuerza campaña eeuu,2020,0
3377,uruguay cerró toda fronteras coronavirus desplegó militares controlar pasos argentina brasil,2020,0
3378,“ e falso ” : sheinbaum respondió contundente new york time reporte manipulación cifras covid-19 cdmx,2020,0
3379,mal momento ronaldinho : madre coronavirus terapia intensiva,2020,1
3380,salvarezza kicillof lanzaron neokit plus mar plata,2020,0
3381,encontraron muerto famoso biólogo ruso trabajaba vacuna coronavirus : cayó piso 14,2020,1
3382,unidos imprimió dólares nunca 2020,2020,0
3383,florida espera recibir 367.000 dosis vacuna moderna covid-19 semana,2020,0
3384,"esperanzadora predicción 2021 nicolás aujula , psíquico inglés anticipó coronavirus",2020,1
3385,anmat aprobó suero equino hiperinmune,2020,0
3386,conclusiones ensayo clínico suero equino hiperinmune aprobó anmat,2020,0
3387,anmat aprobó uso suero hiperinmune ...,2020,0
3388,partió rumbo moscú a330 aerolíneas argentina ...,2020,0
3389,vacuna rusa : vuelo traerá primeras 300.000 dosis sputnik v durará 34 horas 10 piloto,2020,0
3390,`` operación moscú '' : despegó vuelo busca vacuna rusa,2020,0
3391,"colombia , tercer país casos cuarto ...",2020,0
3392,primer viaje egresados terminó casos covid-19 : protocolos revisión recaudos padre,2020,0
3393,¿sirven vacunas aprobadas prevenir nueva cepa ...,2020,0
3394,6 economías américa latina cayeron 2020,2020,0
3395,ministerio salud nación autorizó vacuna ...,2020,0
3396,"navidad argentina : medidas , restricciones puede hacer",2020,0
3397,"vacuna sputnik v : dosis primeros recibirla , debate",2020,0
3398,"argentina aprueba vacuna pfizer , aún acuerdo llegue país",2020,0
3399,gobierno nacional adoptará nuevas medidas requisitos ...,2020,0
3400,coronavirus llegó antártida : dudas temores genus primer brote,2020,1
3401,llegó aeropuerto internacional ciudad méxico ...,2020,0
3402,reino unido detectó cepa coronavirus sudáfrica territorio asegura propaga aún rápido inglesa,2020,1
3403,impactantes imágenes aéreas mile camiones varados coronavirus reino unido,2020,1
3404,coronavirus argentina : provincia da marcha atrás ...,2020,0
3405,llegaron país primeras vacunas sputnik v,2020,0
3406,cierran fronteras ingresar argentina 10 países,2020,0
3407,inesperado regalo fernández putin vacuna ...,2020,0
3408,histórico : inicio vacunación covid-19 méxico fotos,2020,0
3409,designaron andreani distribuidor oficial sputnik v país : hace gratis,2020,0
3410,vacunación covid-19 : lanzan web preinscripción turnos,2020,0
3411,armando manzanero intubado covid-19 : seis décadas cantándole amor ahora lucha vida,2020,0
3412,navidad argentina : ¿hay toque queda alguna ciudad ?,2020,0
3413,echaron embajador argentino china fracaso compra vacunas,2020,0
3414,first 300000 dos russia 's sputnik vaccine arrive ...,2020,0
3415,estudian si paciente inmunodeprimido covid-19 origen nueva cepa hallada reino unido,2020,0
3416,argentina dejó efecto ingreso extranjeros país ...,2020,0
3417,pasar 13 días intubado covid-19 festejar navidad familia : así extremum experiencia médico imss,2020,0
3418,bajas sensibles pep guardiola boxing day : do figuras manchester city coronavirus,2020,1
3419,estudio reveló 38 % enfermeros sufre problemas salud mental asociados covid-19,2020,0
3420,"nacho ambriz , entrenador campeón león liga mx , hospitalizado covid-19",2020,0
3421,crisis covid-19 marcó discurso anual navidad reina isabel : “ no solo ”,2020,0
3422,navidad alcohol barbijos : ciudad buenos aire amaneció festejos masivos calle intervenir policía porteña,2020,0
3423,"luis flores , histórico goleador puma unam , hospitalizado complicaciones covid-19",2020,0
3424,"tiempos coronavirus , mundo celebra navidad particular",2020,1
3425,cantidad dosis llegarán cada provincia cómo va administrar vacuna covid-19,2020,0
3426,"covid-19 , murió suegro silvestre dangond : dijo cantante días triste noticia",2020,0
3427,efectos secundarios vacunas covid-19 : esperar,2020,0
3428,cada cinco pacientes covid-19 sido diagnosticado enfermedad mental,2020,0
3429,argentina empieza vacunar martes covid-19,2020,0
3430,"argentina 's catholic , evangelicals unite abortion bill",2020,0
3431,suspensión fe vida ans : cuándo va cobros jubilados pensionados,2020,0
3432,deadly fire hit egyptian hospital treating covid patient ...,2020,0
3433,margarita belén : tras gran fiesta navideña plaza central ...,2020,0
3434,azafata lloró anunciar arribo lote vacunas ...,2020,0
3435,argentina iniciará martes vacunación coronavirus,2020,0
3436,30 países comenzaron vacunar coronavirus,2020,1
3437,"murió covid-19 florentino domínguez , secretario educación tlaxcala",2020,0
3438,"vacuna pfizer : dónde viene , efectos secundarios , composición prospecto",2020,0
3439,++ coronavirus hoy : temen tercera ola contagios francia ++,2020,1
3440,yermina benítez : hace año abrió primer mcdonalds villa 31 tres me después llegó pandemia,2020,0
3441,cyprus start rollout covid-19 vaccine,2020,0
3442,providence hold depaul double-overtime thriller,2020,0
3443,coronavirus argentina : avanza distribución vacuna sputnik v provincias empiezan aplicarla,2020,0
3444,distribuyen vacunas covid-19 país,2020,0
3445,industria artesanal protocolo covid-19,2020,0
3446,vacunación covid-19,2020,0
3447,argentina : covid-19 vaccination sputnik v start,2020,0
3448,asesor kicillof dijo pfizer pidió `` glaciares petróleo '' cambio contrato,2020,0
3449,jst presenta equipos investigación,2020,0
3450,"consumo , juventudes pandemia : estudio redes sociales",2020,0
3451,u stock wall st record level trump sign fiscal ...,2020,0
3452,russia report 20.5 % death since pandemic - state ...,2020,0
3453,argentina comienza campaña vacunación covid-19 sputnik v,2020,0
3454,argentina comienza campaña vacunación rusa sputnik v,2020,0
3455,"provincia provincia , cómo inicio vacunación argentina cuántos gobernadores aplicaron primera dosis",2020,0
3456,comenzó campaña vacunación covid-19 ...,2020,0
3457,comenzó vacunación covid-19 : axel kicillof ...,2020,0
3458,"sputnik v , argentina inicia proceso vacunación virus",2020,0
3459,ministro defensa bolivia coronavirus,2020,1
3460,unidos comenzó vacunar tropas corea ...,2020,0
3461,pasajera viajó bogotá pasto tras recibir resultado ...,2020,0
3462,"coronavirus argentina : casos graneros , tucumán 29 diciembre",2020,0
3463,argentina aprueba vacuna oxford astrazeneca covid-19,2020,0
3464,anmat aprobó uso emergencia vacuna oxford-astrazeneca argentina,2020,0
3465,ventajas vacuna oxford-astrazeneca autorizada argentina,2020,0
3466,argentina lanza campaña vacunación covid-19 ...,2020,0
3467,rebrote argentina : razones explican aumento casos covid-19,2020,0
3468,“ fue primera vez escuché decir sentía mal ” : último video armando manzanero ser hospitalizado covid-19,2020,0
3469,coronavirus : alicia kirchner dio positivo,2020,1
3470,operación belgrano ii : fuerzas armada trabajan ...,2020,0
3471,alberto fernández recibió 25 minutos kicillof rodríguez larreta analizar suba casos coronavirus amba,2020,1
3472,¿está bien vacunar covid-19 guantes ? dicen expertos instituciones mundiales,2020,0
3473,"lugar gastar flores padre , hijo armando manzanero pidió hacer donativos enfermos covid-19",2020,0
3474,así pasó fútbol argentino 2020 marcado pandemia,2020,0
3475,bolivia espera nuevo año rituales cotillones covid-19,2020,0
3476,colocaron 1.235 dosis vacunas covid-19,2020,0
3477,48 famosos espectáculo deporte cuya muerte ...,2020,0
3478,cincuenta países comenzaron vacunar covid-19,2020,0
3479,roberto baradel internado plata coronavirus,2020,1
3480,world face covid-19 “ vaccine apartheid ”,2020,0
3481,coronavirus : alberto fernández dijo evalúa instruir fuerzas seguridad “ disipar gente impedir aglomeraciones ”,2020,1
3482,"casos alza , cómo protocolo coronavirus mar plata verano",2020,1
3483,argentina reportó 317 casos adversos vacunados sputnik v,2021,0
3484,murió coronavirus politólogo carlos escudé,2021,1
3485,venezuela volverá cuarentena incremento contagios covid-19,2021,0
3486,coronavirus caba : ciudad buenos aire confirmó 2146 casos último día año,2021,1
3487,"coronavirus méxico : registraron 11,091 nuevos casos 700 muertes últimas 24 horas",2021,1
3488,así produce vacuna oxford/astrazeneca covid-19 argentina | video | cnn,2021,0
3489,multitude calles discotecas abarrotadas : fiesta wuhan tras año pandemia inició “ mercados húmedos ”,2021,0
3490,¿pueden dejar usar barbijo persona vacunadas covid-19 ?,2021,0
3491,"cariló , propia burbuja : pesar covid-19 , alquileres “ alta gama ” salvan temporada pinamar",2021,0
3492,recomendaciones contagiarse covid-19 primer asado 2021,2021,0
3493,coronavirus : ¿habrá cuarentena total argentina 15 enero ?,2021,0
3494,cómo diferenciar síntomas coronavirus dengue,2021,1
3495,periodista larry king hospitalizado ángeles covid-19,2021,0
3496,convulsiones parálisis encefalomielitis : reacciones alérgicas doctora coahuila tras vacunarse covid-19,2021,0
3497,italia reabrirá colegios 7 enero pesar contagios covid-19,2021,0
3498,"medio largas filas , reanudaron pruebas rápidas covid-19 quioscos ciudad méxico",2021,0
3499,economist afirma decisión argentina usar sputnik v ver geopolítica salud,2021,0
3500,"crisis pandemia , fusiones adquisiciones registraron valor bajo década",2021,0
3501,2020 : year,2021,0
3502,murió intelectual carlos escudé,2021,0
3503,coronavirus.- gobierno argentino denuncia `` campaña ...,2021,1
3504,"aglomeraciones playas , recuerdan ...",2021,0
3505,"mielitis transversa , padecimiento relacionó doctora mexicana tras recibir vacuna pfizer anti covid-19",2021,0
3506,"fiesta playa , freno : policía dispersa , minutos vuelven armar",2021,0
3507,"mapa coronavirus méxico 3 enero : cdmx , edomex , nuevo león guanajuato , focos rojos epidemia casos activos",2021,1
3508,países rico aseguraron vacunas covid-19 abastecer 3 veces población,2021,0
3509,"pinamar : beach , foco preocupación plenum suba casos coronavirus",2021,1
3510,brasil autorizó importación do millones vacunas coronavirus oxford-astrazeneca,2021,1
3511,"coronavirus argentina : casos tercero arriba , córdoba 3 enero",2021,0
3512,"murió raúl baglini , autor 'teorema ' clave explicar política argentina",2021,0
3513,salud advierte aumento casos covid-19 ...,2021,0
3514,argentina ocupa puesto 8 ranking mayor cantidad vacunados millón habitantes,2021,0
3515,"leopoldo luque , campeón mundo argentina 1978 , terapia intensiva covid-19",2021,0
3516,reino unido comenzó aplicar vacuna oxford/astrazeneca covid-19,2021,0
3517,guillermo coppola dio positivo covid-19 : “ me angustié pensando conmigo ”,2021,0
3518,`` floricienta '' : actor reconocida serie argentina revela contrajo covid-19,2021,0
3519,cabo ejército argentino falleció recibido ...,2021,0
3520,colombia supera 44.000 muertes covid-19 lunes 4 enero,2021,0
3521,"dónde puedes vacunarte covid-19 miami , florida",2021,0
3522,reporte epidemiológico molecular provincias ...,2021,0
3523,toque queda sanitario do provincias argentina ...,2021,0
3524,"científica argentina , dio vacuna moderna cuenta infobae cómo experiencia",2021,0
3525,sergio affronti nuevo presidente red argentina pacto global,2021,0
3526,actriz “ harry potter ” reveló hijo recién nacido covid-19,2021,0
3527,formosa capital regresa fase debido aumento casos coronavirus,2021,1
3528,2020 realizaron 1.700 trasplantes órganos ...,2021,0
3529,roberto baradel recibió alta tras haberse contagiado coronavirus,2021,1
3530,¿premier league riesgo ? nuevo récord casos positivos coronavirus amenaza fútbol inglés,2021,1
3531,jair bolsonaro : “ brasil quebrado puedo hacer nada ”,2021,0
3532,casos covid-19 vacuna : cómo primer país mundo totalmente libre coronavirus,2021,0
3533,aplicaron 39.599 dosis vacuna covid-19 ...,2021,0
3534,argentina vigila presencia diferentes variantes ...,2021,0
3535,rossi supervisó inicio operativo vacunación ...,2021,0
3536,horacio rodríguez larreta test positive covid-19,2021,0
3537,horacio rodríguez larreta coronavirus,2021,1
3538,consultas recibidas inadi pandemia ...,2021,0
3539,coronavirus : muertes colapsan crematorios do países europa alerta máxima,2021,1
3540,"mujer 76 años padeció covid-19 , recuperó luego 6 me murió tras volver contagiarse",2021,0
3541,instalaron máquinas expendedoras test coronavirus california,2021,1
3542,cepillín arremetió yuri video reacciones alérgicas vacuna covid-19,2021,0
3543,brote `` significativo '' covid aston villa dibu martínez,2021,0
3544,suspendería argentina vuelos internacionales,2021,0
3545,"si administra tiempo , plasma sanguíneo reduce riesgo caso grave covid-19",2021,0
3546,alerta coronavirus : creen puede tener efectos largo plazo cerebro,2021,1
3547,avanza nueva vacuna covid-19 nanopartículas necesitará refrigeración sola dosis,2021,0
3548,universidades trabajan desarrollo textile anti-covid ...,2021,0
3549,“ argentina recupera ” : programa cruz roja dar respuestas soporte frente pandemia,2021,0
3550,internos ecatepec denunciaron muerte compañero covid negligencia superiores,2021,0
3551,"importancia vitamina coronavirus , además cómo obtenerla naturalmente : médico imss",2021,1
3552,“ la vacuna herramienta permite luchar ...,2021,0
3553,¿funciona plasma pacientes covid ?,2021,0
3554,aplicaron 107.542 dosis vacuna covid-19 ...,2021,0
3555,"cali , joven intentó quitarse vida tras haber contagiado covid-19 abuelos",2021,0
3556,gobierno bolivia alienta medicina tradicional covid-19,2021,0
3557,coronavirus : cuáles provincias afectadas ...,2021,1
3558,vacuna pfizer produce diez veces anafilaxia gripe,2021,0
3559,protocolo industria petrolera,2021,0
3560,médico vacunó coronavirus murió rara enfermedad,2021,1
3561,alerta nba : seth curry enteró positivo coronavirus pleno partido,2021,1
3562,verano seguro : prefectura rescató tres persona ...,2021,0
3563,coronavirus : ¿argentina países mayor cantidad vacunados mundo ?,2021,0
3564,reina isabel ii recibió vacuna coronavirus,2021,1
3565,reino unido reúne fondos covid 75 aniversario onu,2021,0
3566,"víctimas : cerca 2,000 menores sido asesinados pandemia méxico",2021,0
3567,covid llevó destacado intelectual argentino,2021,0
3568,"coronavirus argentina : casos tordillo , buenos aire 9 enero",2021,0
3569,argentina méxico comprometen fortalecer relaciones,2021,0
3570,vacunación covid-19 formosa : prioridad personal salud fuerzas seguridad,2021,0
3571,aclaración santos casos covid-19 plantel : `` el club sigue protocolos deporti,2021,0
3572,coronavirus honduras hoy : cuántos casos registraron 9 enero,2021,1
3573,comienza distribución suero equino hiperinmune ...,2021,0
3574,gobernador santiago estero gerardo zamora coronavirus,2021,1
3575,"toque queda hoy , 10 enero : horarios provincia buenos aire , gba caba",2021,0
3576,visitas cárceles país quedan suspendidas evitar contagios covid-19,2021,0
3577,argentina : primeros turistas usa vacunarse covid ...,2021,0
3578,"“ la ayuda estuvo , presente ...",2021,0
3579,fabricantes advirtieron pronta escasez ataúdes aumento muertes covid-19,2021,0
3580,"joven caleño contagió abuelos covid-19 , enterarse , intentó quitarse vida",2021,0
3581,"país país , retorno clases europa mientras aumentan casos coronavirus",2021,1
3582,¿un nuevo fallecido covid 19 provincia ...,2021,0
3583,presidente recorrió laboratorios desarrolló ...,2021,0
3584,coronavirus argentina : terapias intensivas alerta aumento ocupación camas,2021,0
3585,situación trabajadores salud pandemia ...,2021,0
3586,test serológicos argentinos covid-19 superan ...,2021,0
3587,grupo gorilas zoológico california contagió covid-19,2021,0
3588,continúanos salta distribuyendo insumos prevención ...,2021,0
3589,"fas covid provincia buenos aire : mapa municipios fas 3 , 4 5",2021,0
3590,acompañando tren fin mundo reapertura,2021,0
3591,cuáles actividades peligrosas pandemia,2021,0
3592,¿qué ivermectina anmat aprueba ...,2021,0
3593,muere argentina paciente tratado dióxido cloro,2021,0
3594,dióxido cloro,2021,0
3595,enfermo covid muere tras ser autorizado juez ...,2021,0
3596,suero hiperinmune covid-19 éxito argentina ; méxico interesa,2021,0
3597,nuevas mutaciones covid-19 pueden afectar test resultar falsos negativos,2021,0
3598,misiones profundiza implementación ivermectina ...,2021,0
3599,reuniones familiares principales causa contagios covid-19 : comité epidemiológico bogotá,2021,0
3600,"pcr viajar : provincias piden , dónde hacerse test precio",2021,0
3601,"tribunal peruano dice coronavirus culpa bill gate , george soros familia rockefeller",2021,1
3602,"presidente chile primera dama , cuarentena contacto positivo covid-19",2021,0
3603,coronavirus : medios mundo celebran efectividad suero equino desarrollado argentina,2021,0
3604,vuelve bulo `` argentina logrando '',2021,0
3605,"impactante relato médico guardia presentó renuncia : “ tengo tres compañeros muertos , quiero ser cuarto ”",2021,0
3606,"si relajan medidas covid-19 , año ...",2021,0
3607,denunciaron juez obligó sanatorio darle dióxido cloro paciente coronavirus,2021,1
3608,ministerio obras públicas avanza centros ...,2021,0
3609,"rebrote , segunda ola tercera : ¿cómo rotular alza casos coronavirus expande país ?",2021,1
3610,covid-19 : pabellón argentina sumará campaña vacunación,2021,0
3611,irlanda convirtió país coronavirus ...,2021,1
3612,quién médico prescribió dióxido cloro paciente covid-19 decían recetas,2021,0
3613,estudio argentino revela información respuesta ...,2021,0
3614,solicitan empleados aerolíneas argentina ...,2021,0
3615,italia extenderá medidas restrictivas pandemia coronavirus 5 marzo,2021,1
3616,covid-19 : nuevas guías recursos acompañar ...,2021,0
3617,fotos : distribución vacuna covid-19 méxico,2021,0
3618,israel : aplicación primera dosis vacuna covid-19 disminuyó contagios 50 % tras 14 días,2021,0
3619,benedicto xvi recibió vacuna coronavirus día después papa francisco,2021,1
3620,calculadora vacunación covid-19 méxico : estima fecha lugar filum,2021,0
3621,"preocupación facundo arana médico salvó vida 17 años covid-19 : “ está dormido , peleando ”",2021,0
3622,retrasan apertura primer `` parque temático '' nintendo covid,2021,0
3623,aplicaron 200.759 dosis vacuna covid ...,2021,0
3624,rodríguez larreta reapareció público luego recibir alta coronavirus : “ estamos rebrote ciudad ”,2021,1
3625,mundo superó do millones muertos covid-19,2021,0
3626,comenzó vacunación covid-19 hospital,2021,0
3627,japón atraviesa peor ola coronavirus año detectar primer caso,2021,1
3628,"suspende show visto carlos paz protagonista , oficial gordillo , covid : “ nunca pensé iba tocar ”",2021,0
3629,`` lengua covid '' : nuevo síntoma infección coronavirus europa,2021,1
3630,test covid-19 coche argentina,2021,0
3631,"gritos , mujer exige atiendan paciente covid 75 años : drama uci cali",2021,0
3632,depresión covid : inédita cómo coronavirus afectará largo plazo,2021,1
3633,llegó país segunda dosis vacuna covid-19,2021,0
3634,coronavirus : detectaron primer caso cepa británica argentina,2021,0
3635,detectan argentina primer caso cepa covid-19 reino unido - suramérica | tvn panamá,2021,0
3636,++ coronavirus hoy ++ primer caso argentina cepa británica,2021,0
3637,leticia calderón hospitalizada complicaciones covid-19,2021,0
3638,angustia daniel casalnovo tras ser internado coronavirus : “ dudo zafe esto ”,2021,1
3639,débora d ’ amato coronavirus compañeros intrusos deberán ser hisopados,2021,1
3640,instituto malbrán incorporó equipo secuenciación genética covid-19 última generación,2021,0
3641,desinformación muertes vinculadas dióxido cloro ...,2021,0
3642,"89 años , murió bailarín tango juan carlos cope luego haber contraído coronavirus me diciembre",2021,1
3643,"falleció covid phil spector , grabó beatles preso asesinato",2021,0
3644,"coronavirus : `` ya tiempo festejos '' , dicen murgueros porteños suspensión corsos",2021,1
3645,"colombia registra 17.379 casos nuevos covid-19 , domingo 17 enero",2021,0
3646,"vacuna oxford-astrazeneca : detalles etapa final suministro 22,4 millones dosis argentina 150 millones región",2021,0
3647,nicolás kreplak : “ hay sector social privilegiado reticente seguir normativas ”,2021,0
3648,coronavirus tyc sport : cómo cambios programación,2021,1
3649,exportación vino alcanzó 2020 volumen alto 12 años,2021,0
3650,coronavirus venezuela hoy : cuántos casos registraron 17 enero,2021,1
3651,argentina castiga energías renovables impuesto ...,2021,0
3652,rayados monterrey adelantará pruebas detección covid-19 brote primer equipo,2021,0
3653,saber muertes reacciones alérgicas vinculadas vacunas covid-19,2021,0
3654,minsalud reporta 14.719 casos nuevos covid-19 18 enero,2021,0
3655,"después asistir funeral tío lejano , 16 integrantes misma familia murieron covid-19",2021,0
3656,cuarentena argentina : multas sanciones si respeto,2021,0
3657,varios casos covid-19 tyc sport : diego díaz ...,2021,0
3658,oms calcula pronto muertes semanales covid superarán 100.000,2021,0
3659,"coronavirus argentina : casos bermejo , chaco 18 enero",2021,0
3660,"llamadas emergencia 911 covid-19 rompieron récord segundo día consecutivo cdmx , 700",2021,0
3661,++coronavirus hoy++ américa latina supera 550.000 muertos,2021,1
3662,formosa : denunciaron violencia estatal miembros comunidades wichis intentaban cobrar subsidios provinciales,2021,0
3663,verano seguro : prefectura naval detuvo ...,2021,0
3664,rusia anunció vacuna epivaccorona 100 % eficacia covid-19,2021,0
3665,relojes inteligentes podrían contribuir detectar coronavirus aparición síntomas,2021,1
3666,"sismo magnitud 6,4 estremece diversas zona argentina",2021,0
3667,"colombia vuelve acercarse pico muertes covid-19 19 enero , reportaron 15.939 casos nuevos",2021,0
3668,"murió covid-19 martín pérez padrón , director técnico santos femenil",2021,0
3669,procedió amparo grupo salina medidas covid-19 cdmx ; gobierno sheinbaum apeló dictamen,2021,0
3670,"coronavirus argentina : casos salavina , santiago estero 19 enero",2021,0
3671,colombia expel foreigner caught partying covid-19 spread,2021,0
3672,"test rápido coronavirus argentino : cuánto vale , tipos , resultados cómo comprarlo",2021,1
3673,resultado fiscal - diciembre 2020,2021,0
3674,brote covid-19 tras rayados vs. américa : 11 jugadores ...,2021,0
3675,llega méxico vacuna granel astrazeneca argentina,2021,0
3676,coalición cívica pidió intervención federal formosa posibles violaciones derechos humanos,2021,0
3677,argentina debate suero equino hiperinmune : ¿alivia enfermos coronavirus ?,2021,0
3678,instagramer negacionista covid-19 contrajo coronavirus : borde muerte,2021,0
3679,"periodista argentino ‘ chavo ’ fuck coronavirus , internado neumonía",2021,1
3680,ops advirtió racionamiento oxígeno centros médicos perú eeuu colapso rebrote covid-19,2021,0
3681,presentan méxico spray nasal ayudaría combate covid-19 ; médicos buscan presentarlo fda eeuu,2021,0
3682,presidente ministro salud recibieron primera ...,2021,0
